subject_name,course_name,language,absolute_course_url
Health & Medicine Courses,Understanding Dementia,English,https://www.classcentral.com/course/independent-understanding-dementia-981
Business Courses,"Six Sigma: Analyze, Improve, Control",English,https://www.classcentral.com/course/edx-six-sigma-analyze-improve-control-8452
Business Courses,Introduction to Marketing,English,https://www.classcentral.com/course/whartonmarketing-1137
Business Courses,Preparing to Manage Human Resources,English,https://www.classcentral.com/course/managing-human-resources-5462
Business Courses,Introduction to Financial Accounting,English,https://www.classcentral.com/course/whartonaccounting-769
Business Courses,Planning for Monitoring and Evaluation,English,https://www.classcentral.com/course/independent-planning-for-monitoring-and-evaluation-11965
Mathematics Courses,Linear Algebra - Foundations to Frontiers,English,https://www.classcentral.com/course/edx-linear-algebra-foundations-to-frontiers-1337
Mathematics Courses,Introduction to Statistics: Descriptive Statistics,English,https://www.classcentral.com/course/edx-introduction-to-statistics-descriptive-statistics-614
Mathematics Courses,Introduction to Differential Equations,English,https://www.classcentral.com/course/complexity-explorer-introduction-to-differential-equations-11477
Mathematics Courses,Maximum Entropy Methods,English,https://www.classcentral.com/course/complexity-explorer-maximum-entropy-methods-11479
Art & Design Courses,How to Make a Comic Book (Project-Centered Course),English,https://www.classcentral.com/course/make-comic-books-5712
Art & Design Courses,Script Writing: Write a Pilot Episode for a TV or Web Series (Project-Centered Course),English,https://www.classcentral.com/course/script-writing-5718
Art & Design Courses,Creating Sounds for Electronic Music,English,https://www.classcentral.com/course/music-synthesizer-5728
Art & Design Courses,Ideas from the History of Graphic Design,English,https://www.classcentral.com/course/graphic-design-history-6497
Humanities Courses,Grammar and Punctuation,English,https://www.classcentral.com/course/grammar-punctuation-4236
Humanities Courses,English Grammar and Style,English,https://www.classcentral.com/course/edx-english-grammar-and-style-2022
Humanities Courses,"The Modern World, Part One: Global History from 1760 to 1910",English,https://www.classcentral.com/course/modern-world-430
Humanities Courses, Know Thyself - The Value and Limits of Self-Knowledge: The Examined Life,English,https://www.classcentral.com/course/know-thyself-the-examined-life-432
Humanities Courses,Upper-Intermediate English: Technology Today,English,https://www.classcentral.com/course/edx-upper-intermediate-english-technology-today-11803
Programming Courses,Object-Oriented Design,English,https://www.classcentral.com/course/object-oriented-design-9216
Programming Courses,Responsive Web Design,English,https://www.classcentral.com/course/responsive-web-design-4200
Programming Courses,Introduction to Game Development,English,https://www.classcentral.com/course/gamedev-4275
Programming Courses,Interactivity with JavaScript,English,https://www.classcentral.com/course/javascript-4295
Education & Teaching Courses,"Education for All: Disability, Diversity and Inclusion ",English,https://www.classcentral.com/course/education-for-all-5664
Personal Development Courses,Business English: Planning & Negotiating,English,https://www.classcentral.com/course/business-english-negotiating-5445
Personal Development Courses,Speaking to inform:  Discussing complex ideas with clear explanations and dynamic slides,English,https://www.classcentral.com/course/inform-speech-7458
Personal Development Courses,How to Write a Resume (Project-Centered Course),English,https://www.classcentral.com/course/how-to-write-a-resume-5830
Personal Development Courses,Foundations of Professional Identity,English,https://www.classcentral.com/course/professional-identity-5987
Personal Development Courses,Leadership and Influence,English,https://www.classcentral.com/course/leadership-influence-5992
Personal Development Courses,Shaping Your Professional Brand,English,https://www.classcentral.com/course/professional-brand-5994
Health & Medicine Courses,Preventing Dementia,English,https://www.classcentral.com/course/independent-preventing-dementia-6565
Health & Medicine Courses,Understanding Clinical Research: Behind the Statistics,English,https://www.classcentral.com/course/clinical-research-5037
Health & Medicine Courses,Understanding Multiple Sclerosis (MS),English,https://www.classcentral.com/course/independent-understanding-multiple-sclerosis-ms-13338
Health & Medicine Courses,The Musculoskeletal System: The Science of Staying Active into Old Age,English,https://www.classcentral.com/course/musculoskeletal-6738
Health & Medicine Courses,Mindfulness for Wellbeing and Peak Performance,English,https://www.classcentral.com/course/mindfulness-wellbeing-performance-3714
Business Courses,Digital Analytics for Marketing Professionals: Marketing Analytics in Theory,English,https://www.classcentral.com/course/dmanalyticstheory-2753
Business Courses,Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship,English,https://www.classcentral.com/course/innovativeideas-840
Business Courses,Critical Perspectives on Management,English,https://www.classcentral.com/course/criticalmanagement-714
Business Courses,FinTech Foundations and Overview,English,https://www.classcentral.com/course/fintech-11193
Business Courses,Fundamentals of Project Planning and Management,English,https://www.classcentral.com/course/projects101-3292
Mathematics Courses,Intro Algebra Review,English,https://www.classcentral.com/course/udacity-intro-algebra-review-2666
Mathematics Courses,Intro to Inferential Statistics,English,https://www.classcentral.com/course/udacity-intro-to-inferential-statistics-2310
Mathematics Courses,Calculus: Single Variable Part 1 - Functions,English,https://www.classcentral.com/course/single-variable-calculus-5066
Mathematics Courses,Single Variable Calculus,English,https://www.classcentral.com/course/discrete-calculus-5067
Mathematics Courses,Calculus: Single Variable Part 2 - Differentiation,English,https://www.classcentral.com/course/differentiation-calculus-5068
Mathematics Courses,Calculus: Single Variable Part 3 - Integration,English,https://www.classcentral.com/course/integration-calculus-5069
Art & Design Courses,The Beauty of Kunqu Opera,English,https://www.classcentral.com/course/kunqu-opera-5918
Art & Design Courses,"Musicianship: Tensions, Harmonic Function, and Modal Interchange",English,https://www.classcentral.com/course/musicianship-harmony-7051
Humanities Courses,How to Write an Essay,English,https://www.classcentral.com/course/edx-how-to-write-an-essay-1333
Humanities Courses,The Ancient Greeks,English,https://www.classcentral.com/course/ancientgreeks-502
Humanities Courses,The Modern and the Postmodern (Part 1),English,https://www.classcentral.com/course/modern-postmodern-1-598
Humanities Courses,The Emergence of the Modern Middle East - Part I,English,https://www.classcentral.com/course/modernmiddleeast1-976
Humanities Courses,English Composition I,English,https://www.classcentral.com/course/composition-617
Humanities Courses,"Philosophy, Science and Religion: Philosophy and Religion",English,https://www.classcentral.com/course/philosophy-science-religion-2-9085
Programming Courses,Developing Android Apps,English,https://www.classcentral.com/course/udacity-developing-android-apps-2211
Programming Courses,"Programming Foundations with JavaScript, HTML and CSS",English,https://www.classcentral.com/course/duke-programming-web-4256
Education & Teaching Courses,The IB Extended Essay: Managing your Research Project,English,https://www.classcentral.com/course/ib-extended-essay-12702
Education & Teaching Courses,Teaching Character and Creating Positive Classrooms ,English,https://www.classcentral.com/course/teaching-character-866
Education & Teaching Courses,Leaders of Learning,English,https://www.classcentral.com/course/edx-leaders-of-learning-2027
Education & Teaching Courses,Learning Online: Researching Your Project,English,https://www.classcentral.com/course/searching-and-researching-5019
Personal Development Courses,Writing Professional Email and Memos (Project-Centered Course),English,https://www.classcentral.com/course/professional-emails-5711
Personal Development Courses,Presentations: Speaking so that People Listen,English,https://www.classcentral.com/course/presentations-speaking-so-that-people-li-6824
Personal Development Courses,Psychodiagnostics and Psychological Assessment,English,https://www.classcentral.com/course/psychodiagnostics-8619
Personal Development Courses,International and Cross-Cultural Negotiation,English,https://www.classcentral.com/course/international-negotiation-8601
Personal Development Courses,Powerful Tools for Teaching and Learning: Digital Storytelling,English,https://www.classcentral.com/course/digitalstorytelling-2170
Health & Medicine Courses,"Nutrition, Exercise and Sports",English,https://www.classcentral.com/course/edx-nutrition-exercise-and-sports-14381
Health & Medicine Courses,Food as Medicine,English,https://www.classcentral.com/course/food-as-medicine-5742
Health & Medicine Courses,Discover Dentistry,English,https://www.classcentral.com/course/discover-dentistry-1249
Health & Medicine Courses,Anatomy: Know Your Abdomen,English,https://www.classcentral.com/course/anatomy-know-your-abdomen-5008
Health & Medicine Courses,Medicine and the Arts: Humanising Healthcare,English,https://www.classcentral.com/course/medicine-and-the-arts-3015
Business Courses,Introduction to VBA/Excel Programming,English,https://www.classcentral.com/course/open-education-by-blackboard-introduction-to-vba-excel-programming-1797
Business Courses,Mastering Data Analysis in Excel,English,https://www.classcentral.com/course/analytics-excel-4310
Business Courses,Introduction to Operations Management,English,https://www.classcentral.com/course/whartonoperations-372
Business Courses,Digital Analytics for Marketing Professionals: Marketing Analytics in Practice,English,https://www.classcentral.com/course/dmanalyticspractice-2754
